overall_rank,pos_rank,player_id,full_name,position,team,opponent_team,home,game_id,kickoff,proj,floor,ceiling,neutral,matchup_pts,matchup_grade,opp_rank,d_idx,implied,tier,injury,limited_history,depth_rank,headshot_url,f_targets,f_carries,f_attempts,f_passing_yards,f_rushing_yards,f_receiving_yards,f_target_share,f_fg_att,f_pat_att,f_fg_made_50plus,f_def_sacks,f_takeaways,f_points_allowed,opp_implied,outcomes,published_at,actual
218,24,00-0025565,Nick Folk,K,ATL,PIT,0.0,2026_01_ATL_PIT,2026-09-13 13:00:00,6.734124299740788,2.130424901435542,11.432700498494404,7.784694851956782,-1.0505705522159934,F,20,-0.159862756518807,17.0,1,,False,1.0,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/qf6vaghxuoxqw0pyrvg3",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7248255892065003,1.3397378949121277,0.3384810644346835,0.0,0.0,0.0,23.5,"[0.0, 1.15, 2.13, 2.87, 3.49, 4.08, 4.61, 5.18, 5.75, 6.3, 6.96, 7.55, 8.14, 8.83, 9.61, 10.45, 11.43, 12.75, 14.7]",2026-09-13 12:03:25,
219,75,00-0039880,Malik Washington,WR,MIA,LV,0.0,2026_01_MIA_LV,2026-09-13 16:25:00,6.703127817724752,0.6078972863314904,13.361173308657529,7.126441780278582,-0.4233139625538298,D,18,-0.8097966791562458,18.75,3,,False,1.0,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/dmaiwnmaal9nrwfskl28",3.460559652259867,0.9050189382821974,0.0,0.0,6.15364257318744,17.66739903907613,0.1396075312909896,0.0,0.0,0.0,0.0,0.0,0.0,21.75,"[0.0, 0.03, 0.61, 1.26, 1.87, 2.45, 3.06, 3.7, 4.39, 5.12, 5.86, 6.82, 7.75, 8.91, 10.12, 11.68, 13.36, 15.81, 19.31]",2026-09-13 12:03:25,
220,14,DST_BAL,Baltimore Ravens D/ST,DST,BAL,IND,0.0,2026_01_BAL_IND,2026-09-13 13:00:00,6.684623199777399,1.4217971215407106,12.444548688005144,6.50584173741411,0.1787814623632888,C,25,-0.9250823100703952,26.0,1,,False,1.0,https://a.espncdn.com/i/teamlogos/nfl/500/bal.png,22.62398372107252,32.04779961809825,23.47241217253038,186.350054200565,170.84008457306342,186.350054200565,0.0,2.0082774927644893,2.7853960620189184,0.0,1.9911050013735616,1.2678620614327325,21.88080926521893,22.5,"[-0.83, 0.46, 1.42, 2.13, 2.71, 3.4, 4.04, 4.55, 5.17, 5.7, 6.47, 7.18, 7.89, 8.79, 9.83, 11.08, 12.44, 14.28, 17.17]",2026-09-13 12:03:25,
221,76,00-0040867,Makai Lemon,WR,PHI,WAS,1.0,2026_01_WAS_PHI,2026-09-13 16:25:00,6.640782068575729,0.5455515371824671,13.298827559508506,5.875363626592553,0.7654184419831758,B,12,1.019620378085637,25.25,3,,True,3.0,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/ys2i2o7c0bl36xvlrojz",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.25,"[0.0, 0.0, 0.55, 1.2, 1.8, 2.38, 3.0, 3.64, 4.33, 5.06, 5.79, 6.76, 7.69, 8.85, 10.06, 11.62, 13.3, 15.75, 19.24]",2026-09-13 12:03:25,
222,25,00-0036162,Tyler Bass,K,BUF,HOU,0.0,2026_01_BUF_HOU,2026-09-13 13:00:00,6.639439953673034,2.035740555367788,11.338016152426652,6.890343259894041,-0.2509033062210068,D,32,-1.639734488906005,23.0,1,,True,1.0,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/rwidgp7jp8vxhssi7und",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.5,"[0.0, 1.06, 2.04, 2.78, 3.4, 3.99, 4.52, 5.08, 5.66, 6.21, 6.86, 7.46, 8.04, 8.73, 9.51, 10.36, 11.34, 12.65, 14.61]",2026-09-13 12:03:25,
223,30,00-0036894,Pat Freiermuth,TE,PIT,ATL,1.0,2026_01_ATL_PIT,2026-09-13 13:00:00,6.627358789734758,1.0470155023529424,12.814911496194018,6.569894682652666,0.057464107082092,C,22,-0.105144234757835,23.5,3,,False,1.0,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/pyrdsypgggjshiaygkr7",3.7321850727981176,0.0,0.0,0.0,0.0,32.634988229135885,0.1123155876047796,0.0,0.0,0.0,0.0,0.0,0.0,17.0,"[0.0, 0.26, 1.05, 1.61, 2.16, 2.74, 3.41, 4.0, 4.72, 5.41, 6.15, 7.02, 7.88, 8.9, 9.99, 11.21, 12.81, 14.74, 18.28]",2026-09-13 12:03:25,
224,15,DST_MIN,Minnesota Vikings D/ST,DST,MIN,GB,1.0,2026_01_GB_MIN,2026-09-13 16:25:00,6.5537105071709085,1.2908844289342198,12.313635995398654,6.629572899865395,-0.0758623926944865,C,27,-1.0752066795142248,24.0,1,,False,1.0,https://a.espncdn.com/i/teamlogos/nfl/500/min.png,26.177538364024613,25.593609409025817,27.061333410919257,176.8669400694715,114.10055148812089,176.8669400694715,0.0,2.1368789706163938,1.8006300082224438,0.0,3.1668259769726963,1.4145555641981018,16.894880136485536,22.5,"[-0.96, 0.33, 1.29, 2.0, 2.58, 3.27, 3.91, 4.42, 5.04, 5.57, 6.34, 7.05, 7.75, 8.66, 9.69, 10.95, 12.31, 14.14, 17.04]",2026-09-13 12:03:25,
225,31,00-0033885,David Njoku,TE,LAC,ARI,1.0,2026_01_ARI_LAC,2026-09-13 16:25:00,6.541421092683076,0.9610778053012607,12.728973799142334,5.836195506768586,0.7052255859144898,B,4,2.281169274594496,28.5,3,,False,2.0,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/y4g1iayqrbrhdvkqywpx",3.726653366198049,0.0,0.0,0.0,0.0,21.84834521619363,0.1099793699350058,0.0,0.0,0.0,0.0,0.0,0.0,19.0,"[0.0, 0.17, 0.96, 1.53, 2.08, 2.65, 3.32, 3.91, 4.63, 5.32, 6.06, 6.94, 7.79, 8.81, 9.91, 11.13, 12.73, 14.65, 18.19]",2026-09-13 12:03:25,
226,16,DST_DEN,Denver Broncos D/ST,DST,DEN,KC,0.0,2026_01_DEN_KC,2026-09-14 20:15:00,6.526660433380439,1.26383435514375,12.286585921608184,6.605036141385699,-0.07837570800526,C,9,0.7811568139573075,20.5,1,,False,1.0,https://a.espncdn.com/i/teamlogos/nfl/500/den.png,34.39030660502541,26.071433712874004,36.47667313996354,226.57287384139417,104.68610950925626,226.57287384139417,0.0,2.3121852678226618,2.141753380178792,0.0,3.78329237282755,1.1953758638646308,18.34385916065605,23.0,"[-0.99, 0.3, 1.26, 1.97, 2.56, 3.25, 3.88, 4.39, 5.02, 5.54, 6.31, 7.02, 7.73, 8.63, 9.67, 10.92, 12.29, 14.12, 17.01]",2026-09-13 12:03:25,
227,32,00-0035689,Dawson Knox,TE,BUF,HOU,0.0,2026_01_BUF_HOU,2026-09-13 13:00:00,6.524286590251702,0.9439433028698864,12.71183929671096,6.579410685249708,-0.055124094998006,C,28,-1.1008222734971491,23.0,3,,False,2.0,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/k8bi9ppahwfmoxs8ij4w",3.504708976308232,0.0,0.0,0.0,0.0,29.517725098953385,0.1181196323726048,0.0,0.0,0.0,0.0,0.0,0.0,21.5,"[0.0, 0.15, 0.94, 1.51, 2.06, 2.63, 3.3, 3.9, 4.62, 5.3, 6.04, 6.92, 7.78, 8.79, 9.89, 11.11, 12.71, 14.63, 18.18]",2026-09-13 12:03:25,
228,77,00-0040870,Ja'Kobi Lane,WR,BAL,IND,0.0,2026_01_BAL_IND,2026-09-13 13:00:00,6.51600056542917,0.4207700340359084,13.174046056361949,5.875363626592553,0.6406369388366171,B,7,1.8804701975704865,26.0,3,,True,3.0,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/gjezd2a8imfrxyv16wuj",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.5,"[0.0, 0.0, 0.42, 1.07, 1.68, 2.26, 2.88, 3.52, 4.2, 4.94, 5.67, 6.64, 7.57, 8.72, 9.94, 11.49, 13.17, 15.62, 19.12]",2026-09-13 12:03:25,
229,78,00-0041547,KC Concepcion,WR,CLE,JAX,0.0,2026_01_CLE_JAX,2026-09-13 13:00:00,6.485772557493841,0.3905420261005794,13.143818048426615,8.579012805694548,-2.093240248200707,F,16,-0.3552918702149675,16.0,3,,True,2.0,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/ztdyzyngqr1pexyghlt3",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.5,"[0.0, 0.0, 0.39, 1.04, 1.65, 2.23, 2.85, 3.49, 4.17, 4.91, 5.64, 6.61, 7.53, 8.69, 9.91, 11.46, 13.14, 15.59, 19.09]",2026-09-13 12:03:25,
230,79,00-0038393,Dontayvion Wicks,WR,PHI,WAS,1.0,2026_01_WAS_PHI,2026-09-13 16:25:00,6.457378174836025,0.3621476434427633,13.115423665768802,6.12919758135747,0.3281805934785549,C,12,1.019620378085637,25.25,3,,False,2.0,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/v1lt8kpvkn0qw5elyaoz",3.299064340853709,0.0992521622749672,0.0,0.0,0.5955129736498036,24.492074861169485,0.1196224332261359,0.0,0.0,0.0,0.0,0.0,0.0,19.25,"[0.0, 0.0, 0.36, 1.01, 1.62, 2.2, 2.82, 3.46, 4.14, 4.88, 5.61, 6.58, 7.51, 8.67, 9.88, 11.43, 13.12, 15.56, 19.06]",2026-09-13 12:03:25,
231,26,00-0038428,Andre Szmyt,K,CLE,JAX,0.0,2026_01_CLE_JAX,2026-09-13 13:00:00,6.433145027055934,1.829445628750688,11.131721225809551,7.663992867096797,-1.2308478400408631,F,25,-0.6645298991555433,16.0,1,,False,1.0,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/tkah6glpysuyq2a54gts",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5775539401370229,1.4823451683576174,0.3270461488711064,0.0,0.0,0.0,24.5,"[0.0, 0.85, 1.83, 2.57, 3.19, 3.78, 4.31, 4.87, 5.45, 6.0, 6.66, 7.25, 7.84, 8.53, 9.31, 10.15, 11.13, 12.45, 14.4]",2026-09-13 12:03:25,
232,17,DST_HOU,Houston Texans D/ST,DST,HOU,BUF,1.0,2026_01_BUF_HOU,2026-09-13 13:00:00,6.431251342491285,1.168425264254596,12.19117683071903,6.818532033288021,-0.3872806907967359,D,28,-1.1362015173182385,21.5,1,,False,1.0,https://a.espncdn.com/i/teamlogos/nfl/500/hou.png,33.2786867733033,28.53187139944689,35.16391644786827,230.5267979196936,108.64062507436262,230.5267979196936,0.0,3.001298146390131,2.061294450355228,0.0,3.2154712146430224,1.9709055352546647,18.45953992001216,23.0,"[-1.09, 0.2, 1.17, 1.87, 2.46, 3.15, 3.78, 4.3, 4.92, 5.45, 6.22, 6.92, 7.63, 8.53, 9.57, 10.83, 12.19, 14.02, 16.91]",2026-09-13 12:03:25,
233,47,00-0041125,Seth McGowan,RB,IND,BAL,1.0,2026_01_BAL_IND,2026-09-13 13:00:00,6.294624773872202,0.1532575077782558,12.88923191717629,6.049549726763399,0.245075047108803,C,18,-0.1073455075049363,22.5,1,,True,2.0,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/qkwvvygwu9pan88sivzb",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,"[0.0, 0.0, 0.15, 0.78, 1.4, 1.99, 2.66, 3.3, 3.97, 4.68, 5.47, 6.34, 7.33, 8.32, 9.58, 11.11, 12.89, 15.5, 19.12]",2026-09-13 12:03:25,
234,48,00-0035537,Ty Johnson,RB,BUF,HOU,0.0,2026_01_BUF_HOU,2026-09-13 13:00:00,6.285422140947896,0.1440548748539498,12.880029284251984,6.688219266564668,-0.4027971256167726,D,32,-2.484908465434435,23.0,1,Questionable,False,3.0,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/zruhihypizhtgpvsaj3c",2.249115383774803,3.949723118212753,0.0,0.0,14.48702538998397,18.803098119975605,0.0797701255210066,0.0,0.0,0.0,0.0,0.0,0.0,21.5,"[0.0, 0.0, 0.14, 0.77, 1.39, 1.98, 2.65, 3.29, 3.97, 4.67, 5.46, 6.33, 7.32, 8.31, 9.57, 11.1, 12.88, 15.49, 19.11]",2026-09-13 12:03:25,
235,27,00-0034794,Jason Sanders,K,NYJ,TEN,0.0,2026_01_NYJ_TEN,2026-09-13 13:00:00,6.278256373981242,1.674556975675996,10.97683257273486,6.890343259894041,-0.6120868859127988,D,5,1.2000059717450997,18.5,1,,True,1.0,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/k3ldptfygihmqgl2eir6",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,"[0.0, 0.7, 1.67, 2.42, 3.04, 3.63, 4.16, 4.72, 5.29, 5.85, 6.5, 7.09, 7.68, 8.37, 9.15, 10.0, 10.98, 12.29, 14.25]",2026-09-13 12:03:25,
236,18,DST_CIN,Cincinnati Bengals D/ST,DST,CIN,TB,1.0,2026_01_TB_CIN,2026-09-13 13:00:00,6.274204255692664,1.011378177455975,12.03412974392041,6.436059059937379,-0.1618548042447152,C,17,0.2265383710720187,27.0,1,,False,1.0,https://a.espncdn.com/i/teamlogos/nfl/500/cin.png,36.220938424741206,24.50171104221501,38.16893781527156,263.448565005968,104.36030621430952,263.448565005968,0.0,1.4713859429089535,2.8440242906562965,0.0,2.4761104327464047,1.207514407643592,26.49405707473048,23.5,"[-1.24, 0.05, 1.01, 1.72, 2.3, 2.99, 3.63, 4.14, 4.76, 5.29, 6.06, 6.77, 7.47, 8.38, 9.41, 10.67, 12.03, 13.87, 16.76]",2026-09-13 12:03:25,
237,28,00-0041182,Drew Stevens,K,WAS,PHI,0.0,2026_01_WAS_PHI,2026-09-13 16:25:00,6.249395007931611,1.6456956096263644,10.947971206685228,6.890343259894041,-0.6409482519624303,F,27,-0.7238035983743346,19.25,1,,True,1.0,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/dzlynw7seoaqck1r2il3",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.25,"[0.0, 0.67, 1.65, 2.39, 3.01, 3.6, 4.13, 4.69, 5.27, 5.82, 6.47, 7.07, 7.65, 8.34, 9.12, 9.97, 10.95, 12.26, 14.22]",2026-09-13 12:03:25,
238,80,00-0040667,Matthew Golden,WR,GB,MIN,0.0,2026_01_GB_MIN,2026-09-13 16:25:00,6.234913668943343,0.1396831375500813,12.89295915987612,6.562924030935335,-0.3280103619919918,C,32,-4.756801929640707,22.5,3,,False,3.0,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/dbjki6b0swksr7mk17wk",3.231594518772739,0.4665351194832512,0.0,0.0,1.9696596138511524,29.88751765048325,0.1302149306798758,0.0,0.0,0.0,0.0,0.0,0.0,24.0,"[0.0, 0.0, 0.14, 0.79, 1.4, 1.98, 2.59, 3.24, 3.92, 4.65, 5.39, 6.36, 7.28, 8.44, 9.66, 11.21, 12.89, 15.34, 18.84]",2026-09-13 12:03:25,
239,81,00-0038619,Andrei Iosivas,WR,CIN,TB,1.0,2026_01_TB_CIN,2026-09-13 13:00:00,6.2227161617177424,0.1274856303244806,12.88076165265052,5.822940057976101,0.3997761037416412,B,15,-0.2774585989483792,27.0,3,,False,3.0,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/xhrvbt81iohroyftuyj2",3.621522759819893,0.1483765834492262,0.0,0.0,0.6892885942338866,26.558736763869152,0.0980305803818585,0.0,0.0,0.0,0.0,0.0,0.0,23.5,"[0.0, 0.0, 0.13, 0.78, 1.38, 1.96, 2.58, 3.22, 3.91, 4.64, 5.38, 6.34, 7.27, 8.43, 9.64, 11.2, 12.88, 15.33, 18.83]",2026-09-13 12:03:25,
240,19,DST_ATL,Atlanta Falcons D/ST,DST,ATL,PIT,0.0,2026_01_ATL_PIT,2026-09-13 13:00:00,6.174937460190879,0.9121113819541904,11.934862948418624,6.665252815451624,-0.4903153552607451,D,16,0.2413304253576448,17.0,1,,False,1.0,https://a.espncdn.com/i/teamlogos/nfl/500/atl.png,29.854586298600797,28.340657355637912,31.50655550611911,210.40872069543343,126.57491816646944,210.40872069543343,0.0,2.4169584511842777,1.9760320956681776,0.0,3.4597682393921256,1.4230305402796453,23.775418009935255,23.5,"[-1.34, -0.05, 0.91, 1.62, 2.21, 2.89, 3.53, 4.04, 4.66, 5.19, 5.96, 6.67, 7.38, 8.28, 9.32, 10.57, 11.93, 13.77, 16.66]",2026-09-13 12:03:25,
241,49,00-0038705,Emari Demercado,RB,DAL,NYG,0.0,2026_01_DAL_NYG,2026-09-13 20:20:00,6.159210568672373,0.0178433025784272,12.753817711976462,5.770869811601609,0.3883407570707637,B,7,2.419075162179636,25.25,1,,False,2.0,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/wu0sm9ttr4aiugi9fquf",1.846002285978262,3.854606064845095,0.0,0.0,26.06723847846458,10.200686162402013,0.0488255986321673,0.0,0.0,0.0,0.0,0.0,0.0,22.25,"[0.0, 0.0, 0.02, 0.64, 1.26, 1.85, 2.53, 3.17, 3.84, 4.55, 5.33, 6.2, 7.19, 8.18, 9.44, 10.98, 12.75, 15.36, 18.98]",2026-09-13 12:03:25,
242,50,00-0039874,Jaylen Wright,RB,MIA,LV,0.0,2026_01_MIA_LV,2026-09-13 16:25:00,6.152099028125795,0.010731762031849,12.746706171429883,6.336780423016956,-0.1846813948911609,C,6,2.5168216117778366,18.75,1,,False,2.0,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/feeuommtlmpvuxvtb1zt",1.1107207832515738,8.169609944462636,0.0,0.0,33.61136728579524,6.354315181406889,0.0455613922958653,0.0,0.0,0.0,0.0,0.0,0.0,21.75,"[0.0, 0.0, 0.01, 0.64, 1.25, 1.84, 2.52, 3.16, 3.83, 4.54, 5.32, 6.19, 7.18, 8.18, 9.44, 10.97, 12.75, 15.35, 18.97]",2026-09-13 12:03:25,
243,51,00-0039344,Jonathon Brooks,RB,CAR,CHI,1.0,2026_01_CHI_CAR,2026-09-13 13:00:00,6.112536725263872,0.0,12.70714386856796,6.049549726763399,0.0629869985004729,C,23,-0.593982750871297,22.25,1,,True,2.0,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/txl39rwjrs2fkm1shtxh",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.25,"[0.0, 0.0, 0.0, 0.6, 1.21, 1.81, 2.48, 3.12, 3.79, 4.5, 5.28, 6.15, 7.14, 8.14, 9.4, 10.93, 12.71, 15.31, 18.93]",2026-09-13 12:03:25,
244,82,00-0039342,Xavier Legette,WR,CAR,CHI,1.0,2026_01_CHI_CAR,2026-09-13 13:00:00,6.037576030434806,0.0,12.695621521367585,5.882766134337963,0.1548098960968431,C,5,2.225905146267439,22.25,3,,False,3.0,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/yoyxkitrdqbkhyqncy5p",3.760134943046873,0.0256951722490436,0.0,0.0,0.0,20.91909904446671,0.1276773330113306,0.0,0.0,0.0,0.0,0.0,0.0,25.25,"[0.0, 0.0, 0.0, 0.59, 1.2, 1.78, 2.4, 3.04, 3.72, 4.46, 5.19, 6.16, 7.09, 8.25, 9.46, 11.01, 12.7, 15.14, 18.64]",2026-09-13 12:03:25,
245,20,DST_GB,Green Bay Packers D/ST,DST,GB,MIN,0.0,2026_01_GB_MIN,2026-09-13 16:25:00,5.999117923911307,1.129223251330286,10.91048516288887,6.19460670590761,-0.1954887819963033,C,3,2.2289304455419887,22.5,1,,False,1.0,https://a.espncdn.com/i/teamlogos/nfl/500/gb.png,27.09331840572762,28.33995316047877,29.38709999644774,225.70318817470772,119.76101952900773,225.70318817470772,0.0,1.8742982909050023,2.4520174267128305,0.0,1.655895348371836,0.9636289657274828,23.617028131155983,24.0,"[-1.02, 0.3, 1.13, 1.77, 2.4, 3.07, 3.6, 4.17, 4.66, 5.2, 5.78, 6.32, 7.05, 7.86, 8.77, 9.67, 10.91, 12.98, 15.75]",2026-09-13 12:03:25,
246,52,00-0036893,Najee Harris,RB,NYG,DAL,1.0,2026_01_DAL_NYG,2026-09-13 20:20:00,5.9955461950126505,2.5806175110982545,9.657880366052709,5.483391074674595,0.5121551203380559,B,3,2.8517560036732545,22.25,1,,True,2.0,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/grfxgbvqnzz40r7rdtvk",0.959360309700436,5.185463082273571,0.0,0.0,21.20006062819702,8.115355407481974,0.0332774550811366,0.0,0.0,0.0,0.0,0.0,0.0,25.25,"[1.38, 2.08, 2.58, 2.97, 3.33, 3.64, 3.93, 4.2, 4.46, 4.74, 5.03, 5.36, 5.76, 6.33, 7.02, 8.06, 9.66, 11.73, 15.45]",2026-09-13 12:03:25,
247,83,00-0040134,Pat Bryant,WR,DEN,KC,0.0,2026_01_DEN_KC,2026-09-14 20:15:00,5.938467214295962,2.470058222738653,9.640805127152287,6.373752904051193,-0.4352856897552311,D,31,-3.7857600325782257,20.5,3,,False,4.0,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/n91hznzkfpftxhqt1qd9",3.827624699479847,0.1325293893361945,0.0,0.0,0.1325293893361945,29.47598585310462,0.1104921606568965,0.0,0.0,0.0,0.0,0.0,0.0,23.0,"[1.29, 1.95, 2.47, 2.91, 3.29, 3.64, 3.94, 4.21, 4.47, 4.72, 4.98, 5.3, 5.66, 6.24, 7.03, 8.11, 9.64, 11.58, 14.99]",2026-09-13 12:03:25,
248,53,00-0038454,Keaton Mitchell,RB,LAC,ARI,1.0,2026_01_ARI_LAC,2026-09-13 16:25:00,5.879203723768532,2.464275039854136,9.541537894808588,5.02382437341573,0.855379350352802,B,10,1.6144757441304447,28.5,1,,False,2.0,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/ztciwwpbyaffmckwrzdk",0.9281551488509844,5.109900981145894,0.0,0.0,27.46777331524015,4.413215011412991,0.0435779414988681,0.0,0.0,0.0,0.0,0.0,0.0,19.0,"[1.27, 1.96, 2.46, 2.85, 3.22, 3.52, 3.81, 4.09, 4.34, 4.63, 4.92, 5.24, 5.65, 6.22, 6.9, 7.94, 9.54, 11.61, 15.33]",2026-09-13 12:03:25,
249,54,00-0041052,Kaelon Black,RB,SF,LA,0.0,2026_01_SF_LA,2026-09-10 20:35:00,5.84461790178805,2.429689217873654,9.506952072828106,6.049549726763399,-0.2049318249753486,D,13,0.8611839894662499,22.0,1,,True,2.0,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/nwgkzr1ysr32jc79zfnt",0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,8.0
250,84,00-0041035,De'Zhaun Stribling,WR,SF,LA,0.0,2026_01_SF_LA,2026-09-10 20:35:00,5.843374279290531,2.3749652877332226,9.545712192146857,5.875363626592553,-0.031989347302022,C,4,2.3390035891471763,22.0,3,,True,3.0,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/eu1nxtlztiwr5ko48iwz",0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0
251,55,00-0041013,Emmett Johnson,RB,KC,DEN,1.0,2026_01_DEN_KC,2026-09-14 20:15:00,5.829737490632363,2.414808806717967,9.49207166167242,6.049549726763399,-0.2198122361310357,C,29,-2.202769919558114,23.0,1,,True,2.0,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/avdz4njz1slqn7ktqcuq",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.5,"[1.22, 1.91, 2.41, 2.8, 3.17, 3.47, 3.76, 4.04, 4.29, 4.58, 4.87, 5.19, 5.6, 6.17, 6.85, 7.89, 9.49, 11.56, 15.28]",2026-09-13 12:03:25,
252,56,00-0038555,Tank Bigsby,RB,PHI,WAS,1.0,2026_01_WAS_PHI,2026-09-13 16:25:00,5.661897154019864,2.246968470105468,9.32423132505992,4.797339184232589,0.864557969787275,B,2,4.126408072475582,25.25,1,,False,2.0,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/vfkdjfpiyrcuzahrmfvn",0.3405137420693771,5.412131999148458,0.0,0.0,28.484854411160928,3.741162938149849,0.0143704843082,0.0,0.0,0.0,0.0,0.0,0.0,19.25,"[1.05, 1.74, 2.25, 2.64, 3.0, 3.3, 3.6, 3.87, 4.12, 4.41, 4.7, 5.03, 5.43, 6.0, 6.69, 7.72, 9.32, 11.4, 15.11]",2026-09-13 12:03:25,
253,57,00-0037263,Tyler Allgeier,RB,ARI,LAC,0.0,2026_01_ARI_LAC,2026-09-13 16:25:00,5.62422279288762,2.209294108973224,9.286556963927676,6.320003425231243,-0.6957806323436229,D,27,-1.927916980717929,19.0,1,,False,2.0,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/sp9lhhmpv4qy3xy2msxd",1.0178694240417023,8.48989524491953,0.0,0.0,30.315342203795755,6.243739256905669,0.0347849918407867,0.0,0.0,0.0,0.0,0.0,0.0,28.5,"[1.01, 1.71, 2.21, 2.6, 2.96, 3.27, 3.56, 3.83, 4.08, 4.37, 4.66, 4.99, 5.39, 5.96, 6.65, 7.68, 9.29, 11.36, 15.08]",2026-09-13 12:03:25,
254,58,00-0040162,Dylan Sampson,RB,CLE,JAX,0.0,2026_01_CLE_JAX,2026-09-13 13:00:00,5.6237016918194325,2.2087730079050365,9.286035862859489,6.51337432906805,-0.8896726372486174,D,25,-1.294882461628941,16.0,1,,False,2.0,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/den1hzzomdxfcsgk88o5",2.694165601621243,5.021780280135434,0.0,0.0,14.821023037118632,18.51188268212148,0.0962673397885942,0.0,0.0,0.0,0.0,0.0,0.0,24.5,"[1.01, 1.7, 2.21, 2.6, 2.96, 3.27, 3.56, 3.83, 4.08, 4.37, 4.66, 4.99, 5.39, 5.96, 6.65, 7.68, 9.29, 11.36, 15.08]",2026-09-13 12:03:25,
255,59,00-0038797,Emanuel Wilson,RB,SEA,NE,1.0,2026_01_NE_SEA,2026-09-09 20:20:00,5.552140860147173,2.1372121762327767,9.214475031187227,5.501593694396471,0.0505471657507019,C,26,-1.530137019350241,23.75,1,,False,3.0,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/uorruvczsxzvffpbxu8z",0.7663678352372859,7.653931368003027,0.0,0.0,29.20129533271832,4.460292497072246,0.0341579206201783,,,,,,,,,,0.30000000000000004
256,21,DST_CLE,Cleveland Browns D/ST,DST,CLE,JAX,0.0,2026_01_CLE_JAX,2026-09-13 13:00:00,5.422927405121733,0.5530327325407125,10.334294644099296,6.512517377154143,-1.0895899720324105,F,29,-1.3734288967012511,16.0,1,,False,1.0,https://a.espncdn.com/i/teamlogos/nfl/500/cle.png,28.19304934010845,24.848192556938056,30.175868222315184,179.69842536529464,99.28787897824976,179.69842536529464,0.0,1.5775539401370229,1.4823451683576174,0.0,2.947509398211233,0.9837017316466196,21.319385355928805,24.5,"[-1.59, -0.28, 0.55, 1.19, 1.82, 2.5, 3.03, 3.59, 4.08, 4.63, 5.21, 5.74, 6.48, 7.29, 8.2, 9.1, 10.33, 12.4, 15.17]",2026-09-13 12:03:25,
